Label,Latitude,Longitude
RPT001,6.5356936,124.5405742
RPT002,6.4945206,124.530141
RPT003,6.4711908,124.4975971
RPT004,6.5444845,124.4976925
RPT005,6.5437321,124.5002336
RPT006,6.5453355,124.5034675
RPT007,6.5487719,124.5050924
RPT008,6.5489741,124.5093986
RPT009,6.5494084,124.5155965
RPT010,6.5257021,124.5162645
