Label,Latitude,Longitude
RPT001,6.5027056,124.5508982
RPT002,6.4748099,124.5671108
RPT003,6.4529428,124.5389277
RPT004,6.4811047,124.5114257
RPT005,6.4945206,124.5301410
RPT006,6.5125462,124.5347083
