Label,Latitude,Longitude
RPT001,6.4529428,124.5389277
RPT002,6.4296502,124.5464876
RPT003,6.4313388,124.5281504
RPT004,6.4227809,124.5024982
RPT005,6.4227334,124.4975354
RPT006,6.4711908,124.4975971
RPT007,6.4811047,124.5114257
