Label,Latitude,Longitude
RPT001,6.3897443,124.5594386
RPT002,6.3467140,124.5684034
RPT003,6.3468554,124.5209972
RPT004,6.3854339,124.5209804
RPT005,6.3919053,124.5109589
RPT006,6.3920114,124.4908151
RPT007,6.4250687,124.4907977
RPT008,6.4247447,124.4913804
RPT009,6.4233394,124.4936077
RPT010,6.4227044,124.4945050
RPT011,6.4227809,124.5024982
RPT012,6.4313388,124.5281504
RPT013,6.4296502,124.5464876
