Label,Latitude,Longitude
RPT001,6.5444845,124.4976925
RPT002,6.4711908,124.4975971
RPT003,6.4841795,124.4563903
RPT004,6.5320573,124.4632741
RPT005,6.5332948,124.4657587
RPT006,6.538235,124.4680335
RPT007,6.5408182,124.4672876
RPT008,6.5433932,124.4693403
RPT009,6.5491931,124.471833
RPT010,6.5502553,124.476357
RPT011,6.5498019,124.4842134
RPT012,6.5460237,124.489046
RPT013,6.5455789,124.4939961
